sign,q,t,p,r,a_plus,a_minus,raw_plus,raw_minus,Zq,selected,nearest_zero,linear,cyclic,scaled_A
-,11322599,942909,9886937,9556881,-1,492752,0,1,2,0,2858925,1916016,1916016,0.676882
+,11332561,9191722,11163043,10208830,62895,-1,1,0,0,0,-1,-1,-1,-1
+,11332561,10083039,11163043,11100147,954212,-1,1,0,0,0,-1,-1,-1,-1
+,11334481,2008503,10156303,9077571,5990336,-1,1,0,0,0,-1,-1,-1,-1
-,11340401,1217537,9956753,9519425,-1,166110,0,1,0,0,-1,-1,-1,-1
+,11345857,1722670,10435493,7184854,2211545,-1,1,0,0,0,-1,-1,-1,-1
+,11345857,2761763,10435493,8223947,3250638,-1,1,0,0,0,-1,-1,-1,-1
+,11346389,163134,10031027,8055306,5916451,-1,1,0,4,0,1698826,1535692,1535692,1.08277
-,11353151,397962,9854653,9388950,-1,1100535,0,1,0,0,-1,-1,-1,-1
-,11365217,72377,11178119,1194965,-1,114720,0,1,0,0,-1,-1,-1,-1
+,11369047,6126916,10898561,8949832,874187,-1,1,0,2,0,8481618,2354702,2354702,1.65692
+,11369047,7201457,10898561,10024373,1948728,-1,1,0,2,0,8481618,1280161,1280161,0.900804
+,11378011,767548,10035203,8824396,6846041,-1,1,0,0,0,-1,-1,-1,-1
+,11379493,1884842,10529303,6985982,1557819,-1,1,0,0,0,-1,-1,-1,-1
+,11379493,3870343,10529303,8971483,3543320,-1,1,0,0,0,-1,-1,-1,-1
-,11424433,643621,10122389,8455885,-1,658422,0,1,0,0,-1,-1,-1,-1
+,11426887,807790,10049833,9070114,7282605,-1,1,0,4,0,2222487,1414697,1414697,0.990434
+,11439413,3388120,10793621,7262872,344003,-1,1,0,2,0,3545966,157846,157846,0.110387
+,11439413,6574865,10793621,10449617,3530748,-1,1,0,2,0,7893446,1318581,1318581,0.922132
+,11440447,2159905,10604849,7173493,1582232,-1,1,0,0,0,-1,-1,-1,-1
+,11440447,4009028,10604849,9022616,3431355,-1,1,0,0,0,-1,-1,-1,-1
+,11446243,3339809,10427897,9449885,5132064,-1,1,0,0,0,-1,-1,-1,-1
+,11463341,5705609,10914613,8997977,1375732,-1,1,0,0,0,-1,-1,-1,-1
+,11463341,6246512,10914613,9538880,1916635,-1,1,0,0,0,-1,-1,-1,-1
-,11464399,372234,10730299,4776834,-1,361865,0,1,2,0,4287269,3915035,3915035,1.36598
+,11468531,162525,10581619,5483997,223850,-1,1,0,0,0,-1,-1,-1,-1
+,11468531,5036296,10581619,10357768,5097621,-1,1,0,0,0,-1,-1,-1,-1
+,11473313,127976,10299799,7169060,3910345,-1,1,0,0,0,-1,-1,-1,-1
+,11477467,300636,10309009,7311384,4013123,-1,1,0,0,0,-1,-1,-1,-1
-,11478673,515620,10763453,4806940,-1,199599,0,1,2,0,96205,419415,419415,0.146155
+,11480857,677415,10353121,7443831,3857126,-1,1,0,2,0,2760355,2082940,2082940,0.725709
-,11486927,865687,10169323,8771311,-1,451916,0,1,2,0,2984528,2118841,2118841,0.737827
-,11500967,199139,11297603,1419323,-1,4224,0,1,4,0,1359295,1160156,1160156,0.806997
-,11503757,227590,10161337,8282110,-1,1114829,0,1,2,0,490691,263101,263101,0.0914835
+,11506531,4602547,10911119,8175019,836372,-1,1,0,0,0,-1,-1,-1,-1
+,11506531,6502274,10911119,10074746,2736099,-1,1,0,0,0,-1,-1,-1,-1
-,11507747,584121,10902937,4212981,-1,20688,0,1,2,0,1409964,825843,825843,0.287056
+,11528519,7185060,11172311,9322308,287245,-1,1,0,0,0,-1,-1,-1,-1
+,11528519,8747817,11172311,10885065,1850002,-1,1,0,0,0,-1,-1,-1,-1
+,11557607,4827479,11026241,8015675,177630,-1,1,0,0,0,-1,-1,-1,-1
+,11557607,7660414,11026241,10848610,3010565,-1,1,0,0,0,-1,-1,-1,-1
-,11558149,387564,10277779,8069784,-1,892805,0,1,0,0,-1,-1,-1,-1
+,11568647,1425973,10716253,6540337,938448,-1,1,0,0,0,-1,-1,-1,-1
+,11568647,4663440,10716253,9777804,4175915,-1,1,0,0,0,-1,-1,-1,-1
+,11570879,114191,10514873,6450227,2271390,-1,1,0,0,0,-1,-1,-1,-1
+,11570879,1907446,10514873,8243482,4064645,-1,1,0,0,0,-1,-1,-1,-1
-,11577103,696958,10220107,8838934,-1,660037,0,1,2,0,653603,43355,43355,0.0149796
-,11579629,283440,10392859,7404060,-1,903329,0,1,0,0,-1,-1,-1,-1
+,11586749,814764,10730299,5953464,361865,-1,1,0,0,0,-1,-1,-1,-1
+,11586749,5229733,10730299,10368433,4776834,-1,1,0,0,0,-1,-1,-1,-1
+,11597101,4882676,10674151,10420376,5283925,-1,1,0,0,0,-1,-1,-1,-1
+,11597897,3215824,10787509,8078152,2152971,-1,1,0,0,0,-1,-1,-1,-1
+,11597897,3772209,10787509,8634537,2709356,-1,1,0,0,0,-1,-1,-1,-1
+,11598523,3530163,10539161,9886335,5703346,-1,1,0,2,0,2077436,1452727,1452727,0.501004
+,11600159,3567816,10846141,8091924,1769891,-1,1,0,2,0,4428866,861050,861050,0.593819
+,11600159,4552141,10846141,9076249,2754216,-1,1,0,2,0,4428866,123275,123275,0.0850161
+,11606521,934053,10207271,9329553,7517782,-1,1,0,2,0,4575754,3641701,3641701,1.25505
-,11624351,1292676,10232603,9643164,-1,99071,0,1,0,0,-1,-1,-1,-1
+,11629997,1953811,10251677,10223731,8241974,-1,1,0,2,0,2508640,554829,554829,0.190827
+,11631449,1987616,10722619,7440596,2170957,-1,1,0,2,0,3146869,1159253,1159253,0.797323
+,11631449,3098681,10722619,8551661,3282022,-1,1,0,2,0,3146869,48188,48188,0.0331432
-,11633159,388595,10621967,6455747,-1,622596,0,1,0,0,-1,-1,-1,-1
-,11637107,338782,11180437,3078802,-1,117887,0,1,0,0,-1,-1,-1,-1
+,11645219,6572688,11167817,9437100,1133695,-1,1,0,2,0,8341759,1769071,1769071,1.21531
+,11645219,7169709,11167817,10034121,1730716,-1,1,0,2,0,8341759,1172050,1172050,0.805172
+,11652709,3558048,10899667,8076300,1694885,-1,1,0,0,0,-1,-1,-1,-1
+,11652709,4686529,10899667,9204781,2823366,-1,1,0,0,0,-1,-1,-1,-1
+,11653529,2307517,10884187,6923569,655434,-1,1,0,4,0,2715020,407503,407503,0.559491
+,11653529,5612700,10884187,10228752,3960617,-1,1,0,4,0,3970793,1641907,1641907,2.2543
-,11660599,230323,10155151,9263011,-1,1275124,0,1,0,0,-1,-1,-1,-1
-,11660903,293367,10872007,5026743,-1,495528,0,1,0,0,-1,-1,-1,-1
-,11668757,435393,10729657,6069993,-1,503706,0,1,0,0,-1,-1,-1,-1
+,11675093,8722628,11416631,10273400,407541,-1,1,0,2,0,7103411,1619217,1619217,1.10952
+,11675093,9458317,11416631,11009089,1143230,-1,1,0,2,0,7103411,2354906,2354906,1.61363
+,11684441,3832155,10673101,9900195,5295134,-1,1,0,0,0,-1,-1,-1,-1
+,11693483,2341154,10774223,7856714,2598051,-1,1,0,2,0,3199631,858477,858477,0.58732
+,11693483,2660611,10774223,8176171,2917508,-1,1,0,2,0,3199631,539020,539020,0.368766
-,11694931,86892,11017327,4152516,-1,590711,0,1,2,0,630228,543336,543336,0.185836
+,11705269,2577804,10526911,9647952,6191189,-1,1,0,0,0,-1,-1,-1,-1
-,11712859,485992,11114693,4074988,-1,112173,0,1,2,0,999697,513705,513705,0.175433
+,11713781,301299,10272359,8949831,7326004,-1,1,0,0,0,-1,-1,-1,-1
+,11713981,2641949,10569553,9508517,5805532,-1,1,0,2,0,165587,2476362,2476362,0.845609
+,11731711,3273040,10715503,9370288,4752033,-1,1,0,0,0,-1,-1,-1,-1
+,11739713,364309,10604849,7173493,3377828,-1,1,0,0,0,-1,-1,-1,-1
+,11739713,417836,10604849,7227020,3431355,-1,1,0,0,0,-1,-1,-1,-1
-,11742611,67187,11276893,2861495,-1,398530,0,1,4,0,3086215,3019028,3019028,2.0568
+,11751497,1763556,10833983,7268640,1939741,-1,1,0,2,0,2514341,750785,750785,0.511108
+,11751497,3389157,10833983,8894241,3565342,-1,1,0,2,0,2514341,874816,874816,0.595544
-,11754593,166644,10235567,9280800,-1,1352381,0,1,4,0,705439,538795,538795,0.366696
+,11757803,3665886,10607203,10569486,6865883,-1,1,0,2,0,5691431,2025545,2025545,0.68909
+,11761853,4525647,11204923,7867227,3884,-1,1,0,0,0,-1,-1,-1,-1
+,11761853,7859458,11204923,11201038,3337695,-1,1,0,0,0,-1,-1,-1,-1
-,11777707,242138,11076553,4449062,-1,459015,0,1,0,0,-1,-1,-1,-1
+,11785951,827724,10454039,8819196,6356629,-1,1,0,2,0,3137822,2310098,2310098,0.784018
+,11792119,178164,10233829,9527904,8643815,-1,1,0,0,0,-1,-1,-1,-1
+,11814533,1936326,10677253,8760006,4906433,-1,1,0,0,0,-1,-1,-1,-1
-,11817521,440219,10580729,7860971,-1,796572,0,1,2,0,578706,138487,138487,0.0468751
+,11833141,5579424,11253373,9058032,1283267,-1,1,0,0,0,-1,-1,-1,-1
+,11833141,6491497,11253373,9970105,2195340,-1,1,0,0,0,-1,-1,-1,-1
+,11838223,503437,10709311,7276909,3341070,-1,1,0,2,0,2771063,2267626,2267626,1.53241
+,11838223,594768,10709311,7368240,3432401,-1,1,0,2,0,2771063,2176295,2176295,1.47069
+,11875879,1331072,10917037,7084124,1920139,-1,1,0,4,0,3419672,2088600,2088600,2.81391
+,11875879,3243845,10917037,8996897,3832912,-1,1,0,4,0,3419672,175827,175827,0.236886
+,11896537,1966013,10977433,7480637,2017828,-1,1,0,2,0,404161,1561852,1561852,1.05029
+,11896537,3444980,10977433,8959604,3496795,-1,1,0,2,0,404161,3040819,3040819,2.04484
+,11902613,3785751,11104817,8572527,2254486,-1,1,0,2,0,2218480,1567271,1567271,1.0534
+,11902613,4063554,11104817,8850330,2532289,-1,1,0,2,0,2218480,1845074,1845074,1.24011
-,11917117,741673,10795529,7471201,-1,379914,0,1,0,0,-1,-1,-1,-1
+,11928517,6390136,11480479,9078364,286113,-1,1,0,0,0,-1,-1,-1,-1
+,11928517,8506137,11480479,11194365,2402114,-1,1,0,0,0,-1,-1,-1,-1
+,11938681,6077576,11438347,9079580,643237,-1,1,0,0,0,-1,-1,-1,-1
+,11938681,7793105,11438347,10795109,2358766,-1,1,0,0,0,-1,-1,-1,-1
-,11943917,768473,10795529,7658801,-1,379914,0,1,6,0,1174932,406459,406459,0.408368
-,11945831,357517,11019367,5916301,-1,568946,0,1,4,0,1619112,1261595,1261595,0.844877
+,11951591,2706450,11084089,7911462,2032385,-1,1,0,4,0,3276775,570325,570325,0.763513
+,11951591,3846691,11084089,9051703,3172626,-1,1,0,4,0,3487158,359533,359533,0.481319
+,11954851,1230589,10724591,8612149,5269118,-1,1,0,2,0,731239,499350,499350,0.167079
+,11961797,7973911,11646143,9867835,115616,-1,1,0,0,0,-1,-1,-1,-1
+,11961797,9636602,11646143,11530526,1778307,-1,1,0,0,0,-1,-1,-1,-1
+,11984789,21790,10315927,10034962,9732207,-1,1,0,0,0,-1,-1,-1,-1
+,11992139,96379,10366199,9852019,9241460,-1,1,0,4,0,621159,524780,524780,0.350083
+,11994397,4379412,11352049,8233500,735539,-1,1,0,0,0,-1,-1,-1,-1
+,11994397,6762421,11352049,10616509,3118548,-1,1,0,0,0,-1,-1,-1,-1
-,11994677,269577,11197579,5052165,-1,527520,0,1,2,0,2918501,2648924,2648924,0.883367
-,12005099,677299,10810489,7844959,-1,517310,0,1,0,0,-1,-1,-1,-1
-,12006893,308681,10352413,10235561,-1,1345798,0,1,2,0,695934,387253,387253,0.12901
+,12008533,1322539,10501921,10362211,8899962,-1,1,0,0,0,-1,-1,-1,-1
-,12011789,1164206,10750763,8730362,-1,96819,0,1,0,0,-1,-1,-1,-1
+,12028487,1032976,10798717,8411596,4991499,-1,1,0,0,0,-1,-1,-1,-1
+,12037271,1352105,11130989,6789797,1096500,-1,1,0,0,0,-1,-1,-1,-1
+,12037271,4596796,11130989,10034488,4341191,-1,1,0,0,0,-1,-1,-1,-1
+,12043501,4888121,11369951,8929421,1600770,-1,1,0,2,0,2395431,2492690,2492690,1.65579
+,12043501,5727880,11369951,9769180,2440529,-1,1,0,2,0,2395431,3332449,3332449,2.21361
+,12044141,7268050,11666749,9532402,130005,-1,1,0,0,0,-1,-1,-1,-1
+,12044141,9272391,11666749,11536743,2134346,-1,1,0,0,0,-1,-1,-1,-1
-,12050777,713173,10692397,8863453,-1,645206,0,1,4,0,311282,401891,401891,0.266798
+,12051409,4175816,11331689,8494136,1480767,-1,1,0,0,0,-1,-1,-1,-1
+,12051409,5532601,11331689,9850921,2837552,-1,1,0,0,0,-1,-1,-1,-1
+,12053243,3417464,11385811,7422056,40837,-1,1,0,0,0,-1,-1,-1,-1
+,12053243,7340381,11385811,11344973,3963754,-1,1,0,0,0,-1,-1,-1,-1
+,12055577,2170372,11091343,7955776,2649837,-1,1,0,0,0,-1,-1,-1,-1
+,12055577,2656101,11091343,8441505,3135566,-1,1,0,0,0,-1,-1,-1,-1
+,12064603,788323,11097157,6592999,1300518,-1,1,0,0,0,-1,-1,-1,-1
+,12064603,3991962,11097157,9796638,4504157,-1,1,0,0,0,-1,-1,-1,-1
+,12074431,2078715,10826243,9567843,6230728,-1,1,0,2,0,2189719,111004,111004,0.0367732
+,12076871,203884,10681633,8575312,6265107,-1,1,0,0,0,-1,-1,-1,-1
+,12076991,181397,10397809,10256489,9933772,-1,1,0,4,0,3198242,3016845,3016845,1.99841
-,12077347,496052,11178247,5890652,-1,403047,0,1,0,0,-1,-1,-1,-1
+,12077491,2564808,10879487,9752832,6061369,-1,1,0,0,0,-1,-1,-1,-1
-,12081973,976745,10944319,7802669,-1,160908,0,1,0,0,-1,-1,-1,-1
-,12102329,22348,11825617,1682620,-1,254363,0,1,0,0,-1,-1,-1,-1
+,12106573,3166328,10950613,10102088,6087235,-1,1,0,0,0,-1,-1,-1,-1
+,12107203,2483982,11270899,7501806,1248731,-1,1,0,4,0,78373,2405609,2405609,3.17908
+,12107203,5004343,11270899,10022167,3769092,-1,1,0,4,0,78373,4925970,4925970,6.5098
+,12113251,7746579,11688539,10294851,1154584,-1,1,0,4,0,9236515,1489936,1489936,1.96801
+,12113251,7985682,11688539,10533954,1393687,-1,1,0,4,0,9236515,1250833,1250833,1.65218
+,12135103,1264704,10716253,9777804,7574651,-1,1,0,0,0,-1,-1,-1,-1
-,12137969,324162,11038319,6922062,-1,775487,0,1,2,0,4212322,3888160,3888160,1.28132
+,12138163,1996063,10778429,10154467,7534442,-1,1,0,0,0,-1,-1,-1,-1
-,12141011,884112,10796299,8952384,-1,460599,0,1,0,0,-1,-1,-1,-1
+,12144637,1527207,10691533,10245831,8272922,-1,1,0,2,0,4668114,3140907,3140907,1.0345
+,12149383,2927114,10896307,10445570,7067719,-1,1,0,2,0,3345646,418532,418532,0.137795
+,12161711,2259972,11232409,7835784,2179187,-1,1,0,4,0,2229156,30816,30816,0.0405417
+,12161711,3477409,11232409,9053221,3396624,-1,1,0,4,0,2485799,991610,991610,1.30457
+,12185351,1372062,11293741,6721722,777641,-1,1,0,0,0,-1,-1,-1,-1
+,12185351,5166439,11293741,10516099,4572018,-1,1,0,0,0,-1,-1,-1,-1
+,12187661,3709968,11107277,10192272,5567299,-1,1,0,0,0,-1,-1,-1,-1
+,12194971,8959969,11906417,10691293,516200,-1,1,0,0,0,-1,-1,-1,-1
+,12194971,9658892,11906417,11390216,1215123,-1,1,0,0,0,-1,-1,-1,-1
-,12195179,172671,10986407,7425303,-1,1036100,0,1,2,0,5509200,5336529,5336529,1.75037
+,12201491,3540869,11397931,8362229,1785658,-1,1,0,4,0,4799452,1258583,1258583,1.6504
+,12201491,4790912,11397931,9612272,3035701,-1,1,0,4,0,4799452,8540,8540,0.0111986
+,12215101,2949851,10936487,10621535,7356732,-1,1,0,0,0,-1,-1,-1,-1
+,12227197,4481499,11178247,10775199,5890652,-1,1,0,0,0,-1,-1,-1,-1
-,12227837,11670,12052717,1062390,-1,163449,0,1,0,0,-1,-1,-1,-1
+,12240719,2000985,10836257,10427757,8018272,-1,1,0,0,0,-1,-1,-1,-1
-,12241837,86760,10672219,9504468,-1,1482857,0,1,0,0,-1,-1,-1,-1
+,12243323,2830715,11044261,10025087,6175198,-1,1,0,4,0,4551113,1720398,1720398,1.12414
+,12262021,5896142,11679029,9394094,1213017,-1,1,0,0,0,-1,-1,-1,-1
+,12262021,6968059,11679029,10466011,2284934,-1,1,0,0,0,-1,-1,-1,-1
+,12270367,3171208,11040707,10549168,6886421,-1,1,0,2,0,2026955,1144253,1144253,0.373013
-,12272857,459985,11078929,7623553,-1,733942,0,1,0,0,-1,-1,-1,-1
-,12278317,204805,11516707,4774465,-1,556804,0,1,2,0,2749806,2545001,2545001,0.829104
+,12280943,1836334,11321801,7591186,2024237,-1,1,0,0,0,-1,-1,-1,-1
+,12280943,3542711,11321801,9297563,3730614,-1,1,0,0,0,-1,-1,-1,-1
+,12285503,4317647,11575507,8577623,1262092,-1,1,0,2,0,3672022,645625,645625,0.420414
+,12285503,6053438,11575507,10313414,2997883,-1,1,0,2,0,3672022,2381416,2381416,1.55072
+,12294497,1362796,11037671,8903752,5407037,-1,1,0,0,0,-1,-1,-1,-1
-,12294913,555153,10780051,9644325,-1,959708,0,1,0,0,-1,-1,-1,-1
-,12299597,672038,11295617,6695918,-1,331941,0,1,2,0,1617827,945789,945789,0.307584
+,12300151,508607,10833983,9305615,7268640,-1,1,0,0,0,-1,-1,-1,-1
+,12302959,1701337,10867139,10316257,8064038,-1,1,0,0,0,-1,-1,-1,-1
+,12306331,2206015,11150639,9140167,4923680,-1,1,0,0,0,-1,-1,-1,-1
+,12306967,6855707,11853689,9575375,441354,-1,1,0,0,0,-1,-1,-1,-1
+,12306967,8692666,11853689,11412334,2278313,-1,1,0,0,0,-1,-1,-1,-1
+,12308861,3217297,11522653,7934545,1129140,-1,1,0,4,0,997400,2219897,2219897,2.88559
+,12308861,5676264,11522653,10393512,3588107,-1,1,0,4,0,997400,4678864,4678864,6.08195
+,12312799,1476456,11247751,7866744,3009281,-1,1,0,2,0,2910174,1433718,1433718,0.93153
+,12312799,1848181,11247751,8238469,3381006,-1,1,0,2,0,2910174,1061993,1061993,0.690009
-,12321053,525767,11357329,6308111,-1,437956,0,1,0,0,-1,-1,-1,-1
+,12329279,2779598,11483323,7855334,1447747,-1,1,0,0,0,-1,-1,-1,-1
+,12329279,4959839,11483323,10035575,3627988,-1,1,0,0,0,-1,-1,-1,-1
-,12329671,668457,10724377,10300221,-1,936836,0,1,0,0,-1,-1,-1,-1
+,12332963,5394511,11745289,8920555,701310,-1,1,0,0,0,-1,-1,-1,-1
+,12332963,7517934,11745289,11043978,2824733,-1,1,0,0,0,-1,-1,-1,-1
-,12337471,916468,11005301,8909488,-1,415701,0,1,2,0,19386,897082,897082,0.290848
-,12338731,791270,11503837,5800634,-1,43623,0,1,2,0,3646168,2854898,2854898,0.925508
+,12339517,3328773,11529863,8186697,1514758,-1,1,0,2,0,2106548,1222225,1222225,0.792397
+,12339517,5157180,11529863,10015104,3343165,-1,1,0,2,0,2106548,3050632,3050632,1.9778
-,12343007,683971,11290393,6999655,-1,368642,0,1,0,0,-1,-1,-1,-1
-,12347453,839484,11009407,8867760,-1,498561,0,1,0,0,-1,-1,-1,-1
+,12349697,9930072,12121469,11299440,547339,-1,1,0,2,0,9902330,27742,27742,0.017971
+,12349697,10204761,12121469,11574129,822028,-1,1,0,2,0,9902330,302431,302431,0.195912
-,12351659,1266191,10996471,9397319,-1,88996,0,1,0,0,-1,-1,-1,-1
+,12351803,930472,11376437,6782668,1258427,-1,1,0,0,0,-1,-1,-1,-1
+,12351803,4265813,11376437,10118009,4593768,-1,1,0,0,0,-1,-1,-1,-1
-,12364669,204529,10639571,10555117,-1,1520568,0,1,2,0,1459955,1255426,1255426,0.406133
+,12367897,3540632,11116939,11046380,7435189,-1,1,0,0,0,-1,-1,-1,-1
+,12389383,2771090,11648509,7216334,13069,-1,1,0,0,0,-1,-1,-1,-1
+,12389383,7190195,11648509,11635439,4432174,-1,1,0,0,0,-1,-1,-1,-1
-,12391607,377278,11833609,3725266,-1,180719,0,1,2,0,3823404,3446126,3446126,1.11241
+,12392137,114928,10939337,8831728,6609191,-1,1,0,0,0,-1,-1,-1,-1
+,12408223,251047,11196299,7522591,3597836,-1,1,0,0,0,-1,-1,-1,-1
+,12408223,326918,11196299,7598462,3673707,-1,1,0,0,0,-1,-1,-1,-1
+,12439331,8460472,12126403,10338040,89205,-1,1,0,2,0,7639439,821033,821033,0.528024
+,12439331,10159629,12126403,12037197,1788362,-1,1,0,2,0,7639439,2520190,2520190,1.62079
-,12452303,247053,11974813,3111993,-1,230436,0,1,0,0,-1,-1,-1,-1
+,12455749,3524429,11386159,9941969,4973350,-1,1,0,0,0,-1,-1,-1,-1
+,12458969,3633602,11746283,7909718,439551,-1,1,0,4,0,5371198,1737596,1737596,2.23145
+,12458969,7030615,11746283,11306731,3836564,-1,1,0,4,0,7087770,57155,57155,0.0733993
-,12463267,1185659,11045171,9694235,-1,232436,0,1,4,0,2731457,1545798,1545798,0.992227
-,12471227,899619,11009611,9669315,-1,561996,0,1,2,0,4681934,3782315,3782315,1.21313
+,12476021,550979,11370353,7184987,2448642,-1,1,0,4,0,3958168,3407189,3407189,4.36958
+,12476021,2287702,11370353,8921710,4185365,-1,1,0,4,0,3958168,1670466,1670466,2.14231
+,12485287,2965629,11176133,10820553,7499344,-1,1,0,0,0,-1,-1,-1,-1
+,12489857,34874,11115409,8281562,5412841,-1,1,0,2,0,3349913,3315039,3315039,1.06167
+,12506869,1367224,11226931,9046852,5499549,-1,1,0,0,0,-1,-1,-1,-1
+,12515639,5249894,11909851,8884622,609499,-1,1,0,2,0,3932768,1317126,1317126,0.841907
+,12515639,7665623,11909851,11300351,3025228,-1,1,0,2,0,8582870,917247,917247,0.586305
-,12545633,1329173,11108389,9952637,-1,108070,0,1,0,0,-1,-1,-1,-1
-,12547417,695739,11685899,5864847,-1,165778,0,1,2,0,495889,199850,199850,0.0637103
-,12554809,69686,11795981,4622654,-1,689141,0,1,0,0,-1,-1,-1,-1
-,12559739,801669,10892267,10806501,-1,865802,0,1,0,0,-1,-1,-1,-1
+,12562981,3732203,11472403,10275671,5346736,-1,1,0,0,0,-1,-1,-1,-1
-,12574649,240488,12023059,3550028,-1,311101,0,1,0,0,-1,-1,-1,-1
+,12575317,2426250,11359753,9719634,5653265,-1,1,0,4,0,2682882,256632,256632,0.163261
+,12576371,1730156,11659253,7232864,1076319,-1,1,0,0,0,-1,-1,-1,-1
+,12576371,5080225,11659253,10582933,4426388,-1,1,0,0,0,-1,-1,-1,-1
-,12588661,297519,12145801,2954679,-1,145340,0,1,2,0,2094176,1796657,1796657,0.570881
+,12589939,68694,11040431,9365742,7622359,-1,1,0,0,0,-1,-1,-1,-1
-,12607513,164827,12373591,1568359,-1,69094,0,1,0,0,-1,-1,-1,-1
+,12612571,997701,11595007,7103085,1613462,-1,1,0,0,0,-1,-1,-1,-1
+,12612571,3876160,11595007,9981544,4491921,-1,1,0,0,0,-1,-1,-1,-1
+,12626651,4451912,11510501,11148812,6335211,-1,1,0,0,0,-1,-1,-1,-1
+,12644561,1806949,11123471,10933489,8936558,-1,1,0,0,0,-1,-1,-1,-1
+,12654539,4392184,11551081,11012932,6082599,-1,1,0,0,0,-1,-1,-1,-1
+,12656713,3102448,11913721,7560400,104631,-1,1,0,0,0,-1,-1,-1,-1
+,12656713,7351137,11913721,11809089,4353320,-1,1,0,0,0,-1,-1,-1,-1
+,12682877,4348509,11881747,9155289,2080322,-1,1,0,0,0,-1,-1,-1,-1
+,12682877,4994644,11881747,9801424,2726457,-1,1,0,0,0,-1,-1,-1,-1
-,12693859,607209,11318603,8858745,-1,768046,0,1,0,0,-1,-1,-1,-1
+,12709919,6736589,12221399,9667709,377430,-1,1,0,2,0,11690824,4954235,4954235,3.11834
+,12709919,8912848,12221399,11843968,2553689,-1,1,0,2,0,11690824,2777976,2777976,1.74854
+,12718523,1920176,11531029,9045140,4639075,-1,1,0,4,0,2842411,922235,922235,0.580089
-,12720593,993406,11512547,8241682,-1,214639,0,1,2,0,6138919,5145513,5145513,1.61801
+,12727909,2096405,11541427,9215297,4792762,-1,1,0,2,0,5076575,2980170,2980170,0.936578
+,12736369,2932688,11560441,9988256,5483383,-1,1,0,4,0,2250080,682608,682608,0.428761
-,12752659,2579,10979537,10641311,-1,1770542,0,1,0,0,-1,-1,-1,-1
-,12755107,1440357,11314007,10086957,-1,742,0,1,0,0,-1,-1,-1,-1
+,12758029,4446230,11943359,9334250,2278911,-1,1,0,0,0,-1,-1,-1,-1
+,12758029,4776427,11943359,9664447,2609108,-1,1,0,0,0,-1,-1,-1,-1
+,12762667,8950556,12428771,10953932,528537,-1,1,0,0,0,-1,-1,-1,-1
+,12762667,9896857,12428771,11900233,1474838,-1,1,0,0,0,-1,-1,-1,-1
-,12771511,1034698,11301707,9853522,-1,435105,0,1,2,0,1200770,166072,166072,0.0520133
+,12773011,3199871,11632121,10045211,5258430,-1,1,0,4,0,2994961,204910,204910,0.128339
-,12774491,340633,11874977,5737717,-1,558880,0,1,2,0,411334,70701,70701,0.0221382
+,12774893,5696211,12120737,9621147,1425346,-1,1,0,0,0,-1,-1,-1,-1
+,12774893,6770454,12120737,10695390,2499589,-1,1,0,0,0,-1,-1,-1,-1
-,12775951,727235,11151839,10471907,-1,896876,0,1,0,0,-1,-1,-1,-1
-,12784921,1358272,11385811,9752932,-1,40837,0,1,0,0,-1,-1,-1,-1
+,12785593,2696097,11351833,11298657,8549384,-1,1,0,0,0,-1,-1,-1,-1
+,12790639,388355,11391271,8784563,5789500,-1,1,0,2,0,1505875,1117520,1117520,0.349481
+,12802417,494210,11095963,10732934,9875695,-1,1,0,0,0,-1,-1,-1,-1
-,12807677,7707,11957249,5110275,-1,842720,0,1,2,0,1152950,1145243,1145243,0.357674
+,12822451,2889706,11893879,8461138,2138691,-1,1,0,0,0,-1,-1,-1,-1
+,12822451,4183755,11893879,9755187,3432740,-1,1,0,0,0,-1,-1,-1,-1
+,12823703,5158641,12116081,9404373,1534024,-1,1,0,2,0,5118101,40540,40540,0.0252907
+,12823703,6336324,12116081,10582056,2711707,-1,1,0,2,0,5118101,1218223,1218223,0.759982
+,12825713,4008088,11681729,10871992,6054167,-1,1,0,4,0,4932854,924766,924766,0.57682
+,12842813,4246831,11616481,11604823,7346334,-1,1,0,2,0,2337454,1909377,1909377,0.594691
+,12850597,4795810,11794301,11133586,5677061,-1,1,0,0,0,-1,-1,-1,-1
+,12852919,10920079,12661183,12070495,559728,-1,1,0,0,0,-1,-1,-1,-1
+,12852919,10951038,12661183,12101454,590687,-1,1,0,0,0,-1,-1,-1,-1
+,12882973,12072708,12817907,12463104,35593,-1,1,0,0,0,-1,-1,-1,-1
+,12882973,12391917,12817907,12782313,354802,-1,1,0,0,0,-1,-1,-1,-1
+,12885797,6594045,12328117,9940125,958088,-1,1,0,2,0,12411390,5817345,5817345,3.61163
+,12885797,8023948,12328117,11370028,2387991,-1,1,0,2,0,12411390,4387442,4387442,2.72389
-,12886553,373323,12381037,3406419,-1,132192,0,1,0,0,-1,-1,-1,-1
+,12891251,199921,11717191,7244281,2571450,-1,1,0,0,0,-1,-1,-1,-1
+,12891251,2101380,11717191,9145740,4472909,-1,1,0,0,0,-1,-1,-1,-1
-,12892937,729643,11869409,6870811,-1,293884,0,1,0,0,-1,-1,-1,-1
+,12897559,33255,11777867,6751407,1691692,-1,1,0,0,0,-1,-1,-1,-1
+,12897559,3368022,11777867,10086174,5026459,-1,1,0,0,0,-1,-1,-1,-1
